text,target,char_len,word_count
Mohammad Hafeez: Mujhe Rameez Raja ne ye laqab diya aur TV comentry se shayad ye awam tak pohancha main chunke ahmaqana baatein nahi karta is leye professor kaha jata hai aur mujhe is par bora nahi lagta,Positive,167,37
"Mohammad Hafeez: Main is zimedari ko behad enjoy kar raha hun, pori team ki support mujhe hasil hai jab ke management bhi hosla afzai karti hai, isi wajah se ache nataij ache nataij samne aate hain",Positive,162,36
"Mohammad Hafeez: Main kisi ki soch par pabandi nahi laga sakta magar esa bilkul nahi hai, main 2 formats ka number one all rounder aur har conditions mein acha perform karne ka ahal hun, agar aik, do teams ke khilaf record acha nahi to ye ghair mamoli baat nahi, main ne New Zealand aur England mein bari innings kheelein, South Africa mein badqismati se bara score na bana saka magar baz innings mein behtar kheel pesh kiya tha",Positive,351,78
Aap ki yehi salahiyat 1937 mein aap ko Islamia College ke magazine �EEE€�EEEcrescent�EEE€�EEE ka naib mudeer banwane meinmadadgar sabit hoi,Positive,120,20
Jab qarardad e Pakistan manzoor hoi to un dinon Hameed Nizami ke halke phulke mazamin adbi jaraid �EEE€�EEEHumayon�EEE€�EEE �EEE€�EEEadbi duniya�EEE€�EEE aur �EEE€�EEEsheraza mein shaya ho rahe the,Positive,171,27
�EEE€�EEE Un ke likhe howae afsane aur qalmi khake adbi halkon mein aik khas shuhrat rakhte the lekin un ki manzil afsana aue khaka nigari na thi,Positive,119,27
" Purane waqton mein jab hukumat kisi khbar ki zamanat zabt karti to mali nusan awam ke chande se pora kiya jata, lekin 1947 mein Nawa e waqat ki dobara zamanat zabt hone par bhi Hameed Nizami ne chande ka kashkol uthana quomi gherat ke munafi tasawor kiya aur apne mali wasail se zar e zamanat dakhil karaya",Positive,250,58
Qayam e Pakistan ke baad har hukumat ki ghalat policyon ko hadaf e tanqeed banate rehna un ke akhbar ki policy aur un ki zindagi ka maqsad thera aur wo intehai jurat aur bebaki se azadi e sahafat aur jamhuriyat ki jung larte rahe,Positive,186,44
Un ki haq goi o bebaki ki padash mein Nawa e waqat ko kai bar bandishon ka samna karna para magar un ke paye istaqlal mein larzish na ai,Positive,108,29
25 January 1949 ko jab Punjab assembly tor kar Governor raj nafiz kiya gaya to Hameed Nizami ne mulk ke mafad mein General Gracey ko Pakistan ke Commander In chief ke uhde se subogdosh karne ka mutalba kar deya,Positive,172,39
Hameed Nizami ne ghabhara kar hawasbakhta hone ke bajaye aik naye roznama �EEE€�EEEjihad�EEE€�EEE ka aghaz kar deya jo Nawa e waqat ki tarah logon mein bohat maqbol howa,Positive,142,28
Bila akhir Hameed Nizami ki koshishein rang laein aur June 1952 mein Nawa e waqat ka deceleration bahal ho gaya,Positive,92,20
Aap ne Ayoub Khan ke mashal law ke khilaf bhi sada e haq buland ki,Positive,52,15
1987 mein pas az marg hukumat e Punjab ne aap ki khidmat ke etiraf mein aap ko �EEE€�EEEtehreek e Pakistan gold meddle�EEE€�EEE se nawaza,Positive,114,24
Ibtedah mein Jigar Murad Abadi se mutasir the aur rewayati ghazlen kehte the,Positive,64,13
Ibtedah mein Raghib Murad Abadi ke samne zaanoey tilmiz tey kiya,Positive,54,11
Sadar Ayub Khan ki ki fauji aamriyat ke khilaf awami jalson aur mushaiyron mein khul kar inqelabi nazmein parhe,Positive,93,19
Jab 1962 mein Ayub Khan ne naya dastoor diya to Murree ke aik barhe mushaiyre mein Habib Jalib ne apni mashoor baghiyana nazam,Positive,104,23
apni makhsoos tarz mein tarannum se parhi aur logon ne in ke har misrey ka sath diya,Positive,68,17
Jab general Yahya Khan ka Martial Law laga to is ke khilaf bhi Jalib ne nara-e-mastana buland kiya,Positive,81,18
" Mashraqi Pakistan mein fauji karwai ke khilaf inho ne aik nazam mushayare mein parhi, jis ke ibtedai misrey ye the",Positive,95,21
General Zia-ul-Haq ke bare mein in ki mashoor nazam ka aik shair kisi tarha bahar aa gaya,Positive,73,17
"Is par inhe mulk ki bad tareen jailon main se aik, Mianwali jail mein bhi kuch arsa rehna parha, lekin inho ne apne awam dosti ke usool se kabhi rogardani nahi ki, jis ke aeteraf mein inhe 25 December 1981 ko Karachi Press club ne apna life member banaya aur in ke aezaaz main shandaar jalsa munaqid kiya",Positive,247,58
" Is ke ilawa inho ne Filmi shaiyri mein bhi khoob taba aazmai ki, maslan Raqs Zanjeer pehn kar bhi kiya jata hai ( Zarqa ) aur zulm rahe aur aman bhi ho, kya mumkin hai aesa bhi ho ( Ye Aman )",Positive,150,43
Habib Jalib ki siyasi shaiyri aaj bhi aam aadmi ko zulm ke khilaf bebaak awaz uthane ka sabaq deti hai,Positive,83,20
November 1997 main jab us waqt ke hukmaran General Parvez Musharraf ne Amergency lagai to Musharraf ke siyasi mukhalfeen ke jalson main Habib Jalib ki shaiyri dilon ko garmane ke liye parhi jati thi,Positive,165,34
" Koi nojawanon mein, koi khawaten mein aur kisi ko umar rasidah logon ki sanad e pasandedgi mili",Positive,79,18
Baz fankar maqboliyat aam hasil na kar sake lekin alla elmi o adbi satah rakhne walon mein maqbol howe,Positive,84,19
" Ghalib un shura mein se hain jin ko har tabqe ne sar aankon par bethaya lekin Ghalib ki nudrat aur buland khayali ko bayan karne ke leye ye kafi nahi, kuch aur chaheye wossat mery bayan ke leye, ap yun samajh len ke Ghalib na hote to koi aur hota lekin wo Ghalib na hota",Positive,216,56
Mirza Ghalib ne bara pur ashob daur dekha jo Saltanat e Mughliya ke zawal e akhir aur angrez ke mukamal tasalut ka zamana tha,Positive,102,24
" Mirza Ghalib ne jis pur ashob daur mein hosh sambhala, us ka pora adrak, mukamal dukh aur insanon par jo biti, us ka bayan un ki shayari mein milta hai",Positive,122,31
Ghalib ki shakhsiyat bayakwaqat admiyat aur insaniyat ke anasir se malamal thi,Positive,67,12
", shidat e ahsas aur halat ke jabar se mehfoz rehne ka un ka apna tariqa tha aur ye zindagi se farar nahi balke us ka samna karne ke liye tha",Positive,111,31
Is zaban mein wo bayan kiya hai jis ki is se qabal nazir nahi milti,Positive,53,15
" Behad sanjidah mehsosat, afkar aur khayalat ko yun bayan karna ke goya ye mere dil mein hai,  Ghalib ka kamal hai",Positive,92,23
Jab hum ajz e bayan ka shirak hote hain to Ghalib ka koi sher humari madad ko ajata hai aur humare dil mka bojh halka kar deta hai,Positive,103,28
" Is ki wajah ye hai ke saqawat apni batni taqat par zindah rahti hai, koi kisi ko majbor nahi kar sakta ke �EEE€�EEEye zaban apnao ya ye lebas pheno",Positive,119,30
" Ghalib aaj bhi is liye pasandedah hain ke wo un mehsosta ko jo hamari giraft mein nahi ate, fankarana aur takhliqi chabuk dasti ke sath bayan kardete hain",Positive,127,29
Ghalib ki infaradiyat aur sheri azmat ka sabot ye bhi hai ke un ki ungli tham kar kitne log bare shair to ban gaye lekin kisi ko un ki tusi qarar nahi deya ja sakta kyun ke wo apni jagah mukamal shayar hain aur un ka kamal un par khatam ho gaya,Positive,193,52
" Jo shakhs apne jazbe, ahsas, fiqar o khayal mein jitna shaded aur khara ho ga, is ki tehrir o taqrir isi qadar mosar ho gi",Positive,98,26
" Ghalib ki shairi mein esi shidad e ahsas pai jati hai jo marizana nahi, is se qonotiyat ka izhar nahi hotabalke ye fikar aur khayal angez hai",Positive,115,28
Asal mein takhliq ka matlab hi ye hai ke jo nahi tha is ko banaya jaye,Positive,55,16
duniya mein koi esa fankar nahi howa jo infiradiyat aur naye pan yani originality ke fuqdan ke bawajod bara ban gaya ho,Positive,98,22
Humein ese tarz e shayari se roshanaz karaya jis ki phele koi nazir nahi milti,Positive,64,15
Ghalib ki shayari part dar part aur teh dar teh kholti chali jati hai,Positive,56,14
"is ki satahein itni ziyadah hain ke aik janib to un ka sher aam qari ko chota hai, dosri taraf aala adbi zauq rakhne wale is ki gehri manuyat kea sir ho jate hain",Positive,129,34
" Goya sabhi sar dhunte hain, mushkil pasandi un ka mizaj sahi lekin sher ki manuyat aur is mein mujod �EEE€�EEEshairi�EEE€�EEE is par havi hoti hai",Positive,122,26
" Falsafyana mozuat  ko unhon en jis aasani se sheri takhliq ke qalb mein dhala is ki misl na un se phele thi, na un ke bad mein, un ki shairi ki afaqiyat aur lafani hone ke leyeyehi dalil kafi hai ke wo aah ki nasal mein bhi maqbol hain",Positive,186,51
Ye nasal kalam e Ghalib ki is manuyat ko pa rahi hai jo is ke sciencesi dor ki zarorat hai kyun ke Ghalib ki fikar darasal fitrat ke qarib tar aur sciencesi hai chunacha ye baat herankun nahi honi chaheye ke Ghalib kisi sarkari sarparasti ke bagheir maqboliyat mein tamam shora se aage hain,Positive,237,54
Ghalib ke kalam se shora ko ye sekhna chaheye ke  apne dork o batin mein yun sachai se ameza aur mehsos kiya jaye ke khayal sheri takhliq ban kar baramad ho aur is mein kahein masnoi pan ka shuba tak na ho,Positive,163,43
Yehi shairi na sirf apne dor ki tasveer hoti hai balke mustaqbil mein bhi zinda rahti hai,Positive,73,17
Leki is ke leye taqatwar takhliqi shakhsiyat ki zarorat hoti hai kyun ke ye nihayat mushkil kaam hai,Positive,83,18
" Maslan un ki shairana azmat nasar mein un ki barai ko kam nahi kar sakti, un ki tamam hi tehriron mein WIT jhalakti hai lekin nasar nigari mein ye kamal numaya hai",Positive,132,33
" Jis tarah un ki shairi anokhi hai, un ke khotot bhi nasar nigari ken aye dor ka aghaz hain",Positive,72,20
Un ke tarz e tehrir ne khat nawisi ko bilmushafa goftogo bana deya,Positive,54,13
Ghalib ne gehre dukh ko mazah aur zarafat ki dhal ke zarye khud par hawi hone se roka,Positive,68,18
Zarafat ke makhsos andaz ne un ke khotot ko dilchasp nasar nigari bana deya,Positive,62,14
Ghalib ki takhliq taqat ka sab se bara sabot ye hai ke humari tehzib aur humare shaor par Ghalib ka asar ghalib hai,Positive,93,23
"Ghalib par bohat likha gaya hai, aur likha jata rahe ga, haqeeqat to ye hai ke is azeem fankar par jitna likha jaye kam hai",Positive,99,25
Tadris ka shuba chorne ke bad aap ne likhne ko apna mustakil zariya e mash banaya aur kai novel aur afsanwi majmoye likhe,Positive,99,23
Aap ka daira e tehrir sirf baron tak hi mehdod na tha balke bachon ke leye bhi aap ne bohat si kahaniyan likhein,Positive,90,23
" Is ke elawa aap ne apni sawanah umri par mabni teen kitabein marbaka, memories of my childhood aur dairy of Selma Lagerloflik hein",Positive,108,24
1909 mein Selma Lagerlof ko adab ka Nobel Prize mila aur 1914 mein Swedish academy ne aap ko apna rukun muntakhib kiya,Positive,97,22
" Selma Lagerlof bayak waqat mahir e taleem, Novel nigar, kahani kar, shayar, sawanah nigar, khud nosht nigar aur drama nigar thein",Positive,109,22
Selma Lagerlof se phele Swedish adab mein romaniyat ka dor dora tha,Positive,56,12
Selma Lagerlof ke novel aur kahaniyon ke mutarajim duniya ki kai zabanon mein ho chuke hain,Positive,76,16
Urdu ke mashor afsana nigar Khwaja Ahmed Abbas ka afsana �EEE€�EEEAbabeel�EEE€�EEE Selma Lagerlof hi ki aik kahani se makhoz hai,Positive,109,20
Selma Lagerlofne apne mulk ki lok kahaniyon ko aik naye andaz aur mufarid tanazur mein pesh karne ki tarz dali,Positive,91,20
Selma Lagerlof ka tarz e tehrir behad marsa aur dil nasheen tha,Positive,52,12
Selma Lagerlof ke andaz e tehrir par Scotland ke musanif aue tarikh nigar Thomas Carlyle ka asar nazar aata hai,Positive,92,20
Selma Lagerlof ki tehrir aik fitri tazgi leye howae hai jo parhne wale par nehayat khushgawar tasur chorti hai,Positive,92,19
Selma Lagerlof ka inteqal 16th March 1940 ko howa lekin apne kaam ki badolat aap ka naam aaj tak zindah hai,Positive,87,21
Jang-e-azeem doym ke zamane main ap ko fauj main publicity officer muqarrar kiya gaya,Positive,72,14
Qeyam-e-Pakistan ke bad ap afwaj-e-Pakistan mein director general of morals aur amoor-e-Kashmir ke nigran muqarrar hue,Positive,103,16
" Hafee Jullandhury  mein Pak, Bharat jung 1965 mein Pakistan ke liye kaye Milli Naghmay likhe",Positive,77,17
Hafeez Jullandhuri shaiyr ki hesiyat se nazam aur ghazal dono par qadir thay,Positive,64,13
Khusoosan Urdu geet nigari mein Azmat ullah Khan ke bad dosra naam Hafeez Jullandhuri ka ata hai,Positive,80,17
" Is ke ilawa ap ki nazmon, geeton aur ghazlon ke majmou mein naghma zaar, sozosaaz, tulkhaba sheeren, haft-e-peykar aur chiyonti nama shamil hai",Positive,121,24
Ap ki khidmat ke aeteraf mein hukoomat-e-Pakistan ki taraf se ap ko Hilal-e-Imtiaz aur Husn-e-Karkardgi ke sadarti award diya gaya,Positive,111,20
In ki shahkar tasneef �EEE€�EEE Shahnama-e-Islam �EEE€�EEE ne inhe maqbooliyat ki bulandi par pohncha diya,Positive,92,15
In ki shaiyri mein bar-e-sagheer ke manazir ki tasveer hai aur in ki shiayri mein Hindi aur Urdu ki bohat khoobsurat aamesizh paai jati hai jo mushtarka riwayat ki tasveer hai,Positive,145,31
Hafeez Jalandhari aik nihayat maqbool shaiyr the aur apne ashaar ke ilawa apni khush tabie ke liye bhi shohrat rakhte the,Positive,101,21
Hafeez Jalandhari pakistan ke qaumi shaiyr the magar in ki maqbooliyat bharat mein bhi kam nahi thi,Positive,83,17
Hafeez Jullandhuri ki shaiyri ki teesri khobi is ki ghanaiyat hai,Positive,55,11
" Wo khud bhi mutarannum the, is liye inho na aesi lafziyat ka intekhab kiya jo ghanaiyat ke peykar par pore utarte hai",Positive,96,23
Inho ne dosri jang-e-azeem ke zamane mein fauji geet likhe the aur geet ko bhi inho ne nae peykar ata kiye,Positive,86,21
Shayad isi liye aj tak Hafeez jullandhuri ki shanakht �EEE€�EEE Abi Tou Main Jawan Hoon �EEE€�EEE ke hawale se ki jati hai,Positive,101,22
" Bilashuba ye ek pur asar geet hai, kyun ke is mein jo alfaz istemaal kiye gae hai, wo apni jagah par nageene ki tarha jarhe hue hai aur samaey ke dil par gehra asar chorte hai",Positive,140,37
Lekin Haqeeqat ye bhi hai ke in ki ghazlon ka sarmaya kafi hai aur Hafeez Jullandhuri khud ko ghazal go kehalwana pasand karte the,Positive,107,24
Sab se barhe baat ye hai ke silees zuban ka istemaal kiya aur gird-o-pesh ke waqeyat ko apni ghazlon ka mauzoo banaya,Positive,96,22
" In ke kuch ashaar to aaj ke halaat ka ahata kar lete hai, in ki hesiyat mawraey asar hai",Positive,70,20
Jab Pakistan mein Zulfiqar Ali Bhutto ki hukoomat thi to Hafeez Sahab chand wajohaat se is hukoomat se bohat shaki the,Positive,98,21
" Taqreer mein to is ka izhaar nahi kiya, lekin ashaar mein kafi hadf-e-malamat banaya",Positive,71,15
Hafeez behraal Urdu ke shairi adab mein qabil-e-zikar hesiyat ke malik hai aur inho ne Urdu shaiyri ko jo kuch diya hai,Positive,98,22
" Us ka Urdu adab mein numaya maqam hai, in ke bohat se ashaar Sehl-e-mumtana ki hesiyat rakhte hai",Positive,80,19
In ki shaeri kainat 6 dehaiyon par muheet hai aur in ka ye dawa durust hai,Positive,59,16
Inho ne use ghalat sabit karne ke liye pehle jasoosi dunya aur phir Imran series shuru ki,Positive,73,17
" Ibne Safi ke baqol, in ke sirf 8 novelon ke markazi khayal kisi aur se mustaar liye hai, baqi ke 245 novel mukammal tor par in ke apne hai",Positive,110,30
Lekin 1963 main he is marz se na sirf sanbhala liya bal ke Imran series ka behtreen novel derh matwale bhi likha,Positive,91,22
Janab Ibn-e-Safi bilashuba Urdu ke sab se barhe jasoosi novel nigar hai aur in ki tehreeron mein aesa jadoo hai ke 50 saal likhe gae novel jab aaj ke daur ka bhi insaan parhta hai to wo sab bhool jata hai,Positive,164,41
Ibn-e-Safi ka lagaya hua pauda Imran series is qadar tanawar hua ke aaj tak yah samarbaar hai aur kae aik musannifeen is silsile ko aage barha rahe hai,Positive,124,28
Professor DrSyed Muhammad Abu Alkhair Kashfi ne Ibn-e-Safi ko yun khiraj-e-tehseen pesh kiya,Positive,80,13
�EEE€�EEE Maine ne kabhi Ibn-e-Safi ke novelon ko kitabon ke darmiyan chupa kar nahi rakha,Positive,76,15
" Hamare intellectual ise aik sub standard mawad gardantey hai, lekin un mein se koi bhi Ibn-e-Safi ke takhleeqi zehan ka muqabla nahi kar sakta",Positive,119,25
" Koi mujh se pochta hai ke aap Ibn-e-Safi ke novel kyun parhte hai to main jawab deta hoon, kyun ke Ibn-e-Safi hamare kae novel nigaron se behtar zuban likhte hai",Positive,132,31
"�EEE€�EEE Jab Muhammad Hasan Askari ne ye shikayat ki ke Urdu nasar ka fun zawal pazeer hai aur koi achi zuban nahi likh raha to main ne unhe Ibn-e-Safi ki jasoosi Dunya ka aik novel parhne ko diya, is ke bad wo har maah pochte the",Positive,186,46
�EEE€�EEE Kashfi Sahab Ibn-e-Safi ka naya novel aa gaya? �EEE€�EEE1977 ke aam intekhabaat ke dauran in ke aik novel Dr,Positive,99,20
Roznama jang ne apni 18 october 1979 ki ashaat mein ye khabar shaey ki,Positive,57,14
�EEE€�EEEIbn-e-Safi ke fun aur in ki takhleeqi salahiyat ko is se barha khiraj-e-tehseen na koi aur pesh kiya ja sakta hai aur na mere khayal mein is ke bad kisi aur tareef ki koi zaroorat baqi rehti hai,Positive,166,38
Edward College ( Peshawar ) mein taleem ke dauran radio Pakistan ke liye feature likhne shuru kiye,Positive,82,17
Jab un ke pehla shaiyri majmooa �EEE€�EEE Tanha Tanha �EEE€�EEE shaey hua to wo BA mein the,Positive,75,17
Usi mulazmat ke dauran in ka dosra majmooa �EEE€�EEE Dard-e-Aashob �EEE€�EEE chapa,Positive,71,12
Jis ko Pakistan writers Guild ki janib se �EEE€�EEE Adamjee Adbi Award �EEE€�EEE ata kiya gaya,Positive,79,16
University ki mulazmat ke bad Pakistan National Centre ( Peshawar ) ke director muqarrar hue,Positive,78,15
In ka kehna tha ke aik TV interview ki padaash mein unhe National Book Foundation ki mulazmat se farigh kar diya gaya,Positive,96,22
Ahmed Faraz ne 1988 mein Adamjee Adbi Award aur 1990 mein Abasin Award hasil kiya,Positive,67,15
1988 mein unhe Bharat mein Firaq Gorakh Pori Award se nawaza gaya,Positive,54,12
Academy of Urdu Literature ( Canada ) ne bhi unhe 1991 mein award diya,Positive,57,14
" Jama malya Bharat mein in par PhD ka maqala likha gaya, jis ka mauzoo Ahmed Faraz ki Ghazal hai",Positive,77,20
Bahawalpur mein bhi Ahmed Faraz Fun aur Shakhsiyat ke unwaan se PhD ka maqala tehreer kiya gaya,Positive,79,17
" In ki shaiyri ke English, French, Hindi, Yogusalawi, Russian, german aur Punjabi mein tarajum ho chuke hain",Positive,91,18
Apni shaiyri ke zamana-e-urooj mein Fauj mein Amirana rawish aur us ke siyasi kirdar ke khilaf sheyr kehne ke sabab kafi shohrat paai,Positive,111,23
" Inho ne Zia ul Haq ki Amriyat ke khilaf nazmein likhi, jinhe bohat shohrat mili",Positive,65,16
Moshaeron mein kalam parhne par unhe Fauji Hukoomat ki mukhalfat ka samna hua,Positive,65,13
Jis ke bad Ahmed Faraz ko khud sakhta jila watni bhi bardasht karni parhi,Positive,60,14
2004 mein General retired Parvez Musharraf ke daur-e-sadarat mein inhe Hilal-e-Imtiaz se nawaza gaya,Positive,87,14
Ahmed Faraz ki nazmon aur ghazlon ko aalmi Satah par shohrat hasil hui,Positive,58,13
Iqbal aur Faiz ke bad Qabool-e-Aam ka jo darja faraz ko hasil hua wo Urdu shairi mein aur kisi ko nasib nahi hua,Positive,90,23
Aik Shaiyr ke taur par Faraz agarcha sehat zaban ke sath sath auzan-o-behwar par dastaras aur sheyr ki technique ki barikiyon se waqfiyat ko bhi bohat aehmiyat dete the,Positive,140,29
" Lekin un ka kehna tha ke Shaiyr aur adeeb sirf lafzon ka bazigar nahi hota bal ke us ki kuch samaji zimmedariyan  bhi hoti hain aur wi aik behis, bekhabar aur bezameer shakhs ki tarha gird-o-pesh ke halaat se be niyaz ho kar zindagi nahi guzaar sakta",Positive,203,49
" Judges ki bartarfi pew o intehai dil girifta rahe aur Peoples Party ki maujoda hukoomat ko naukriyan, wizartein, thekey aur permit dilwane wale commission agents ka aik guroh qarar dete rahe",Positive,160,32
"Aap ke majmooa hae kalam mein �EEE€�EEE Tanha Tanha, Dard-e-Aashob, Shab-e-Khoon, Nayaft, Mere Khuwab Reza Reza, Be Awaz Gali Kochon mein, Shehar mein Aaiyna, Pas Andaz Mausam, Sab Awazen Meri Hain, Khuwab-e-gul Pareshaan hai",Positive,192,34
" Ghazal Bahana Karo, Janaa Janaa aur Ae Ishq Junoon Pesha shamil hain",Positive,57,13
Government College Lahore ke Magazine ( Ravi ) ke editor bhi rahe,Positive,54,12
MA karne ke bad aap Englistan chale gaey aur Cambridge University se Angrezi Adab mein degree hasil ki,Positive,85,18
Wahan ke Teachers ki raey thi ke Bukhari ka ilm is qadar farakh aur wasee-o-baseet hai ke aik Angrez ke liye bhi itna ilm is umar mein rakhna kam-o-besh na mumkin hai,Positive,135,32
Pakistan wapis aane par Central training College aur phir Government Collge mein angrezi adbiyat ke professor rahe,Positive,98,17
1937 mein All India ka department qaiym hua to Bukhari ki khidmat Mustaar li gae,Positive,66,15
Qeyam-e-pakistan ke bad aap Lahore aa gae aur Government College Lahore ke principal muqarrar hue,Positive,83,15
1950 mein aap ko Aqwam-e-Mutehda mein Pakistan ka mustaqil numaiynda bana kar bheja gaya,Positive,75,14
1955 mein Aqwam-e-Mutehda ke shoaba ittelaat mein Deputy Secretary General muntakhib hue,Positive,77,12
Maut ke 45 baras bad marhoom ko hukoomat Pakistan ne hilal imtiyaz ke aezaaz se nawaza,Positive,71,16
"Der ayad durust ayad ke misdaq agarcha is aezaaz ko ilmi-o-adbi halqon mein khush aamdeed kaha gaya, lekin haqeeqat yeh hai ke Patras ki shakhsiyat aise aezazaat se mawraa thi",Positive,146,30
Yeh fakhar to khud hilal-e-imtiaz ko hona chahiye ke use Patras jaisi azeem shakhsiyat ke seeney par sajne ka mauqa mila,Positive,100,21
Patras Bokhari sahi maeyno mein aik hama geer shakhsiyat the,Positive,51,10
" Who beyk waqt aik mazah nigar, aik ba-zameer sahafi, aala mahir-e-taleem, umdah mutarajjim, zeerak naqad, qabil broadcaster aur aik manjhe hue safaratkaar the",Positive,136,24
" Urdu, Persian aur English par unhe school he ke zamane mein khasi dastaras hasil ho gai thi",Positive,75,18
English itne durust tallafuz ke sath bolte the ke school ki aik taqreeb mein soba-e-sarhad ke angrez Chief Commissioner Sir George Compel be ikhteyar keh uthe : �EEE€�EEE Kash main bhi is rawani aur maharat se Pashtu bol sakta,Positive,188,39
"        Aala taleem ke liye Cambridge gae to angrezi sheyr-o-adab ko is ke asal mahaul mein janchne, parakhne ka mauqa mila",Positive,96,28
Yehin unhe yeh khayal aya ke angrezi ke cheda cheda adab paron ko Urdu ke qalib mein dhalna chahiye,Positive,81,19
Hindustan wapis aa kar unho ne kae qarebi doston ko tarjumey aur taleef ke kaam ki taraf raghib kiya,Positive,82,19
Unhe is baat ka shadeed aehsaas rehta tha ke �EEE€�EEE Gesoey Urdu abhi Mannat Pazeer-e-Shana hai,Positive,82,16
�EEE€�EEE1947 mein Bukhari is danta kil kil se yun azaad ho gaey ke unhe Govt,Positive,63,15
College ke ilmi-o-adbi mahaul mein unhe Gesoey Urdu sanwarne ki derena khuwahish pori karne ka mauqa muyassar aaega,Positive,98,18
Is mazmoon mein aik purani aur phatichar cycle ka naqsha is khobi se khencha gaya hai ke parhne wala khud ko amlan is cycle par sawari karta hua mehsoos karta hai,Positive,132,31
1977 mein Attaul Haq Qasmi ke columns ki kitab �EEE€�EEErozin dewar�EEE€�EEE ko writers Gilid Adam G Award deya gaya,Positive,98,19
1979 se 2007 tak magazine �EEE€�EEEmasar International�EEE€�EEE ke chief additor rahe,Positive,75,11
1983 ta 1992 All Pakistan Newa Paper Assosiation (APNS) ne bhetareen column nigar award deya,Positive,78,15
1992 hi mein Sadarti Award barae Husan e Karradagi se nawaza gaya,Positive,54,12
1992 mein un ke drame �EEE€�EEEShab Deg�EEE€�EEE ko Graduate P,Positive,53,10
1993 mein Dheli mein Alami Urdu Confrence hoi jis mein unhen Rasheed Ahmad Siddiqui Adbi Award deya  gaya,Positive,87,19
1998 mein Sadar e Pakistan ne �EEE€�EEESitara e Imtiaz�EEE€�EEE se nawaza,Positive,63,11
2002 mein England mein Mian Muhammad Bakhsh Punjabi Conference munaqid hoi jis ki sadarat Attaul Haq Qasmi ne ki,Positive,94,19
" Maqtadra quomi zaban, Majlis taraqi e Adab aur pakitan film sensor Board ke Sadar hain",Positive,72,16
" Attaul Haq Qasmi ke dramon, columns, tanziya mazahiya mazameen aur safar naamon ke 15 se zaid majmuye shaya ho chuke hain",Positive,101,22
Is role ko karte hue khushi ho rahi thi aur khauf bhi mehsoos ho raha tha,Positive,58,16
Hamari industry mein aaj tak un jaisa hero nahi aaya aur koi bhi artist un ki jagah nahi le saka,Positive,77,20
"Wo sada bahar naghme jo aaj bhi kaano mein rus gholte hain, unhe khud par picturize karwana bohat acha laga",Positive,88,20
Mere liye wo yadgaar lamhaat the aur us film ko kabhi nahi bhula sakta,Positive,57,14
"Filhal to Bollywood ki aik film ke liye baat chal rahi hai, us ka subject bohat acha hai aur yeh Deepti Navil ki film hai",Positive,97,25
"Thora sa waqfa zaroor aaega, lekin is ki wajah se Tv ko mukammal taur par nahi choronga",Positive,71,17
"Koi bhi film sign karne se pehle tamam pehloun ka jaiyza longa, sirf aik film ke liye barson ka image to kharab nahi kar sakta",Positive,102,25
"Phir un logon ne he mashwara diya ke is shauq ko aage barhao, tab achanak he mujhe aik serial ke title song ki offer hui",Positive,96,25
"Main chahta tha ke apni awaaz ko mutarif karwaon, lehaza yeh mauqa acha laga",Positive,63,14
Agar dosron ko yeh koshish pasand aai ho gi to aaiynda bhi apna shauq pora karonga,Positive,67,16
"Waise team ke logon ne to bohat tareef ki hai, jis se mera hausla barha",Positive,57,15
"Ji han, main doston ko apni zindagi ka aeham hissa samjhta hon",Positive,51,12
"Yeh bohat zarori hai ke agar biwi ko apna dost samajh kar us se har achi buri baat share ki jaey, to aitemad barhega aur wo bhi apne aap ko aeham samjhegi",Positive,123,32
Agar use kisi third person se koi baat maloom hui to use is liye aehmiyat nahi degi kyun ke wo pehle se is ke barey mein janti hai,Positive,103,28
Lehaza hum biwi ko apna dost aur raazdar banae rakhen to sab se ziyada faiyda hum he ko ho ga aur ghar ka mahaul bhi pur sukoon rahega,Positive,107,28
Waldah ne jawani hi mein apni zindagi falahi kaamon mein waqf kardene ka ahad kar liya tha,Positive,74,17
Film flop ho gai tahum Cannes Film Festival mein ese kafi saraha gaya,Positive,57,13
Katrina ne mayos ho kar Telugu filmon ka rukh kiya lekin behtar talafuz ke sath Urdu sekhne ki koshishen bhi shuru kar dein,Positive,101,23
"Telugu mein unhon ne apni pheli film ""Malliswari"" ke leye 75 lac moawza wasol kiya jo us dor mein south ki kisi bhi filmi heroin ke leye bohat bhari moawza tha",Positive,129,31
"2009 mein ""New York"" ki release ke bad un ki adakarana salahiyaton ko bhi taslem kar liya gaya",Positive,77,18
Is film ke leye wo Film Fare Awrad ki behtareen adakara ke leye bhi namzad hoien,Positive,65,16
"Film ""Mere baradar ki dulhan"" mein agarcha Katrina Kaif ke sath Imran Khan aur Ali Zafar donon hi ne kaam kiya lekin Ali Zafar Katrina ke sath ziyadah jache aur film ki promotion ke doran Katrina, Ali Zafar ki tarifon mein zameen asman ke qalabe milati rahen",Positive,212,47
Beharhaal pechle dinon un ke Ranbir Kapoor se zordar mashqe ki khabren garam thein aur shadi ke imkanat bhi zahir kiye jarahe the,Positive,107,23
Abid Ali ko Pakistani tv screen ke golden dor ka numaindah adakar kaha jata hai,Positive,65,15
"Apni bhar pur awaz, mardana  wajahat aur purtasur chehre ke bais wo pheli hi nazar mein nazreen ko bha gaye",Positive,87,21
